NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
46.5,345.1,89.1,9.4,29.6,40.1,851,245038,2022-07-14T20:15:16.343Z
52.8,338.8,90.3,7.9,29.6,37.6,851,245098,2022-07-14T20:16:16.350Z
52,336.4,89.8,9.9,29.7,38,851,245158,2022-07-14T20:17:16.356Z
52.8,336.4,89.9,10.4,29.7,38.1,851,245218,2022-07-14T20:18:16.363Z
54.9,351.2,89.9,10.4,29.7,38.5,850.9,245278,2022-07-14T20:19:16.386Z
57,369.1,89.8,8.9,29.7,37,850.9,245338,2022-07-14T20:20:16.392Z
58.5,385.5,89.7,10.2,29.9,38.1,850.9,245398,2022-07-14T20:21:16.398Z
56.2,386.8,85.9,9.2,30,37.2,850.9,245458,2022-07-14T20:22:16.404Z
56.2,383,88.7,9.2,30,35.9,850.9,245517,2022-07-14T20:23:16.416Z
52,370.5,87.7,8.9,30,36.3,850.9,245577,2022-07-14T20:24:16.435Z
51.5,354.3,89.9,8.3,29.9,35.9,850.9,245637,2022-07-14T20:25:16.440Z
50.7,341.6,89.9,8.4,29.8,36.7,850.9,245697,2022-07-14T20:26:16.446Z
50.5,335.7,89.9,7.9,29.9,36.3,850.8,245757,2022-07-14T20:27:16.456Z
52.6,347.6,90,8.4,30,35.7,850.8,245817,2022-07-14T20:28:16.460Z
56.8,359.1,89.8,7.9,30.1,36,850.8,245877,2022-07-14T20:29:16.482Z
58.2,369,87.1,8.7,30.2,36.7,850.8,245937,2022-07-14T20:30:16.487Z
60.3,391.7,85.4,10.8,30.2,36,850.8,245997,2022-07-14T20:31:16.494Z
61,393.7,80.4,11.7,30.3,35,850.8,246057,2022-07-14T20:32:16.507Z
60.3,378,78,10.4,30.3,35.5,850.8,246117,2022-07-14T20:33:16.524Z
58.2,362.4,80,9.9,30.2,34.8,850.7,246177,2022-07-14T20:34:16.531Z
58.2,343.6,84.4,8.7,30,34.9,850.7,246237,2022-07-14T20:35:16.537Z
58.2,325.1,82.4,8.3,30,36.8,850.7,246297,2022-07-14T20:36:16.545Z
55.5,310.9,79.2,9.1,30.3,37.5,850.8,246357,2022-07-14T20:37:16.566Z
55.5,297.5,81.2,7.7,30.5,34.3,850.7,246417,2022-07-14T20:38:16.572Z
54,288.5,79.8,8.2,30.6,34.7,850.7,246477,2022-07-14T20:39:16.578Z
51.8,281.8,81,8.3,30.7,34.8,850.7,246537,2022-07-14T20:40:16.586Z
51.1,275,81,7.3,30.8,34.2,850.7,246597,2022-07-14T20:42:55.318Z
51.8,262.8,79.2,6.1,30.8,33,850.7,246657,2022-07-14T20:43:55.325Z
51.1,258.4,75,7.4,31,34.5,850.6,246717,2022-07-14T20:44:55.331Z
49.7,262,73.6,6.2,31.1,33.4,850.6,246777,2022-07-14T20:45:55.337Z
49.7,265.8,74.8,8.3,31,34.4,850.6,246837,2022-07-14T20:46:55.347Z
49,264.6,74.8,8.6,30.9,34.4,850.6,246897,2022-07-14T20:47:55.351Z
46.9,264.9,76.4,8.6,30.9,34.1,850.6,246957,2022-07-14T20:48:55.356Z
49.7,266.6,82.8,6.3,30.8,33.9,850.6,247017,2022-07-14T20:49:55.363Z
50.5,274.8,80,8.7,30.8,35,850.6,247077,2022-07-14T20:50:55.370Z
54,303.9,82.2,7.4,31,34.2,850.6,247137,2022-07-14T20:51:55.382Z
54,318.2,74.6,6.8,31.3,33.6,850.6,247197,2022-07-14T20:52:55.400Z
55.5,331.6,77,6.7,31.5,32.8,850.6,247257,2022-07-14T20:53:55.406Z
56.8,343.2,74.6,7.6,31.5,32.9,850.6,247316,2022-07-14T20:54:55.412Z
55.5,348.6,70.2,7.6,31.7,32.5,850.6,247376,2022-07-14T20:55:55.421Z
54.7,343.3,72.6,7.3,31.7,31.9,850.6,247436,2022-07-14T20:56:55.442Z
55.5,341.3,75,7.3,31.7,33.6,850.5,247496,2022-07-14T20:57:55.447Z
54.7,339,76,7.4,31.9,32.7,850.5,247556,2022-07-14T20:58:55.453Z
55.5,339.3,77.8,7.3,32.1,31.2,850.5,247616,2022-07-14T20:59:55.460Z
56.1,334.9,78.2,6.8,32.2,33.2,850.5,247676,2022-07-14T21:00:55.467Z
56.1,332.6,78,6.9,32.4,31.8,850.5,247736,2022-07-14T21:01:55.490Z
54,322.9,74.8,7.7,32.5,33.3,850.4,247796,2022-07-14T21:02:55.501Z
56.1,313.8,79.2,6.7,32.6,32.1,850.4,247856,2022-07-14T21:03:55.509Z
56.1,316.4,83.4,5.3,32.8,30.6,850.4,247916,2022-07-14T21:04:55.511Z
58.2,321.3,79.2,6.4,32.7,31.5,850.4,247976,2022-07-14T21:05:55.517Z
56.8,318.9,78,6.9,32.7,32.2,850.4,248036,2022-07-14T21:06:55.524Z
55.5,317,80.2,7.4,32.7,32.2,850.4,248096,2022-07-14T21:07:55.530Z
55.5,315.7,82.8,6.2,32.6,31.6,850.4,248156,2022-07-14T21:08:55.552Z
55.5,309.7,83.2,6.4,32.2,32.2,850.4,248216,2022-07-14T21:09:55.558Z
57.6,306.4,85.2,6.3,32,33.4,850.4,248276,2022-07-14T21:10:55.564Z
56.1,303.8,82,7.2,32.2,33.4,850.4,248336,2022-07-14T21:11:55.577Z
55.5,302.4,84.4,7.2,32.3,32.4,850.4,248396,2022-07-14T21:12:55.595Z
55.5,301.1,85.2,6.4,32.4,32.6,850.4,248456,2022-07-14T21:13:55.601Z
55.5,302.2,86.1,6.3,32.5,31.8,850.4,248516,2022-07-14T21:14:55.608Z
53.2,301.2,85.6,6.9,32.4,32.3,850.4,248576,2022-07-14T21:15:55.617Z
51.8,298,88.7,7.1,32.3,31.8,850.4,248636,2022-07-14T21:16:55.621Z
51.1,292.3,89.8,7.6,32.1,32.3,850.4,248696,2022-07-14T21:17:55.627Z
50.5,288.4,89.8,7.7,32.1,32.3,850.4,248756,2022-07-14T21:18:55.633Z
50.5,291.9,89.8,8.2,32.2,32.9,850.3,248816,2022-07-14T21:19:55.639Z
53.2,301,89.8,8.9,32.1,34,850.3,248876,2022-07-14T21:20:55.651Z
53.2,305.9,89.7,7.3,32.1,32.6,850.3,248936,2022-07-14T21:21:55.670Z
53.2,303.6,89.3,7.6,32.1,33.3,850.3,248996,2022-07-14T21:22:55.674Z
52.6,301.9,89.8,8.4,32.1,32.6,850.3,249056,2022-07-14T21:23:55.681Z
54.7,302.5,89.8,7.1,32.2,33.5,850.4,249116,2022-07-14T21:24:55.692Z
54.7,308,89.8,6.8,32.4,32.3,850.4,249175,2022-07-14T21:25:55.711Z
54.7,309.4,89.8,6.9,32.4,32.5,850.4,249235,2022-07-14T21:26:55.718Z
57.6,316.1,89.8,7.1,32.5,31.8,850.4,249295,2022-07-14T21:27:55.723Z
58.9,316.6,86.7,7.1,32.7,32.4,850.4,249355,2022-07-14T21:28:55.729Z
61,316.6,85.6,6.1,32.9,32.9,850.4,249415,2022-07-14T21:29:55.742Z
62.6,316.1,83.2,6.4,33.1,32.3,850.4,249475,2022-07-14T21:30:55.760Z
64.7,317.4,80.8,6.3,33.3,31.9,850.4,249535,2022-07-14T21:31:55.765Z
63.9,311.1,83.4,4.7,33.5,30.6,850.4,249595,2022-07-14T21:32:55.771Z
62.6,310.3,79,5.9,33.4,31.5,850.4,249655,2022-07-14T21:33:55.782Z
62.6,313,86.5,4.7,33.4,30.7,850.4,249715,2022-07-14T21:34:55.801Z
65,318.8,84.6,5.4,33.3,31.5,850.4,249775,2022-07-14T21:35:55.807Z
66.4,321.7,82.4,5.7,33,32.6,850.4,249835,2022-07-14T21:36:55.813Z
67.9,338.5,80.8,6.4,32.8,33.1,850.4,249895,2022-07-14T21:37:55.820Z
70,349.8,80.2,6.6,32.5,33.3,850.4,249955,2022-07-14T21:38:55.826Z
70,356.5,77.6,8.8,32.2,34.5,850.4,250015,2022-07-14T21:39:55.848Z
70,357.9,78.6,8.8,32.1,34.5,850.4,250075,2022-07-14T21:40:55.855Z
70.8,360.2,79,8.7,31.9,34.8,850.4,250135,2022-07-14T21:41:55.861Z
70,363.2,77.6,8.3,31.8,34.8,850.4,250195,2022-07-14T21:42:55.872Z
68.7,366.3,78,8.3,31.7,35.6,850.4,250255,2022-07-14T21:43:55.891Z
67.3,366.2,80.2,9.4,31.6,35.1,850.4,250315,2022-07-14T21:44:55.897Z
67.3,362.6,81,9.8,31.4,36.3,850.4,250375,2022-07-14T21:45:55.904Z
66.8,359.9,80.8,9.7,31.4,35.4,850.4,250435,2022-07-14T21:46:55.912Z
66,353.5,81.8,9.7,31.4,35.6,850.4,250495,2022-07-14T21:47:55.932Z
64.7,351.5,82.2,9.7,31.3,37,850.4,250555,2022-07-14T21:48:55.939Z
63.1,350.6,82.8,11.1,31.3,35.8,850.4,250615,2022-07-14T21:49:55.945Z
63.9,351.5,86.3,9.8,31.3,35.7,850.4,250675,2022-07-14T21:50:55.951Z
66,355.1,87.3,9.1,31.4,36.1,850.4,250735,2022-07-14T21:51:55.964Z
63.1,359.7,82.4,9.4,31.7,36.2,850.4,250795,2022-07-14T21:52:55.981Z
63.9,370.3,86.7,9.2,31.6,35.5,850.4,250855,2022-07-14T21:53:55.986Z
63.1,371,85,9.4,31.3,36.5,850.4,250915,2022-07-14T21:54:55.993Z
62.6,374.7,86.3,9.8,31.1,36.1,850.4,250975,2022-07-14T21:55:56.004Z
63.9,380.6,87.5,9.6,30.9,37.2,850.4,251035,2022-07-14T21:56:56.024Z
62.6,386.8,86,8.9,30.9,36.8,850.4,251094,2022-07-14T21:57:56.029Z
63.9,392.9,88.1,8.3,30.6,37.4,850.4,251154,2022-07-14T21:58:56.036Z
63.1,398,84.2,11.7,30.4,38.2,850.4,251214,2022-07-14T21:59:56.042Z
63.9,411.4,80.4,10.1,30.4,37.1,850.3,251274,2022-07-14T22:00:56.049Z
65.2,450.9,73.6,12.3,30.4,38,850.3,251334,2022-07-14T22:01:56.056Z
68.1,550.2,69.8,12.9,30.2,37.6,850.4,251394,2022-07-14T22:02:56.061Z
67.3,582.4,60.2,13.3,30.2,35.7,850.3,251454,2022-07-14T22:03:56.067Z
68.9,584.8,58.4,12.9,30.2,34.8,850.3,251514,2022-07-14T22:04:56.078Z
68.1,603.2,52,14.7,30.1,35.7,850.3,251574,2022-07-14T22:05:56.096Z
72.3,649.3,50,15.2,30.1,35.5,850.3,251634,2022-07-14T22:06:56.102Z
75.9,666.4,43.8,14.7,30.1,35.3,850.3,251694,2022-07-14T22:07:56.109Z
75.9,682.9,34.5,15.2,30.2,36.1,850.3,251754,2022-07-14T22:08:56.117Z
78.8,725.3,30.9,17.4,30.3,35.8,850.4,251814,2022-07-14T22:09:56.124Z
78,724.6,21.9,17.8,30.3,34.3,850.3,251874,2022-07-14T22:10:56.145Z
76.5,733.9,19.1,17.8,30.3,35,850.4,251934,2022-07-14T22:11:56.151Z
73.8,749.5,18.5,19.3,30.3,34.2,850.4,251994,2022-07-14T22:12:56.158Z
73.8,766.8,17.7,19.4,30.3,34.4,850.4,252054,2022-07-14T22:13:56.169Z
72.3,792.1,13.5,20,30.3,34.3,850.4,252114,2022-07-14T22:14:56.188Z
73.1,829.2,14.9,21.4,30.4,34.2,850.4,252174,2022-07-14T22:15:56.193Z
72.3,843.8,9.3,21.5,30.1,35,850.3,252234,2022-07-14T22:16:56.201Z
74.4,856.7,11.1,21.5,29.9,35.8,850.4,252294,2022-07-14T22:17:56.209Z
74.4,898.2,7.5,24.9,29.8,38,850.3,252354,2022-07-14T22:18:56.228Z
76.5,945,5.1,24,29.8,37.3,850.3,252414,2022-07-14T22:19:56.235Z
75.9,991,2.1,25.3,29.8,36.8,850.4,252474,2022-07-14T22:20:56.241Z
73.1,989.6,1.6,27.5,29.6,38.8,850.4,252534,2022-07-14T22:21:56.247Z
73.8,975.4,4.7,26,29.2,39.3,850.4,252594,2022-07-14T22:22:56.260Z
64.7,971.2,1.6,26.9,28.9,40.9,850.4,252654,2022-07-14T22:23:56.279Z
66,990.2,14.1,28.8,28.7,41.3,850.4,252714,2022-07-14T22:24:56.283Z
64.1,998.2,9.1,29.2,28.6,42.2,850.3,252774,2022-07-14T22:25:56.290Z
64.9,984.4,11.7,28.9,28.4,41.6,850.3,252834,2022-07-14T22:26:56.300Z
65.6,968.8,12.7,28.3,28.3,42.3,850.3,252894,2022-07-14T22:27:56.319Z
67,974.4,11.7,28.3,28.1,43,850.3,252953,2022-07-14T22:28:56.325Z
68.3,992.3,10.5,27.4,28.1,43.7,850.2,253013,2022-07-14T22:29:56.331Z
69.8,990.2,10.3,27.2,28.1,43.9,850.2,253073,2022-07-14T22:30:56.338Z
71.9,984.9,10.3,26.5,28,44.4,850.3,253133,2022-07-14T22:31:56.345Z
72.5,1009.7,4.9,29.3,27.9,45.3,850.3,253193,2022-07-14T22:32:56.367Z
74.8,1059.8,5.1,30.1,27.8,45.7,850.3,253253,2022-07-14T22:33:56.373Z
76.1,1065.7,3.7,29.8,27.8,45.7,850.3,253313,2022-07-14T22:34:56.380Z
79.6,1069.2,3.7,28.3,27.7,46.4,850.3,253373,2022-07-14T22:35:56.390Z
82.4,1122.7,1.7,29.3,27.7,47.2,850.3,253433,2022-07-14T22:36:56.409Z
84,1169.2,0.8,29.5,27.6,47.3,850.2,253493,2022-07-14T22:37:56.416Z
84.6,1182.2,-1.2,31.3,27.5,48.9,850.2,253553,2022-07-14T22:38:56.421Z
85.3,1195.1,-0.4,31.1,27.3,49.3,850.2,253613,2022-07-14T22:39:56.429Z
87.4,1185,1,29.9,27.2,49.1,850.2,253673,2022-07-14T22:40:56.435Z
87.4,1176.4,-1.6,29.8,27.2,49.7,850.2,253733,2022-07-14T22:41:56.457Z
87.4,1158.7,-1.6,29,27.1,49,850.2,253793,2022-07-14T22:42:56.463Z
87,1140.5,-1.2,28.2,26.9,50.1,850.2,253853,2022-07-14T22:43:56.469Z
88.4,1142.9,0.8,27.3,26.8,50.7,850.2,253913,2022-07-14T22:44:56.481Z
82.1,1158.9,0,29.3,26.7,51.2,850.2,253973,2022-07-14T22:45:56.500Z
84.2,1227.3,9.5,29.8,26.6,51.1,850.2,254033,2022-07-14T22:46:56.505Z
84.2,1229.5,8.9,29.2,26.6,51.5,850.2,254093,2022-07-14T22:47:56.511Z
94.1,1238.5,10.9,25.9,26.6,50.9,850.2,254153,2022-07-14T22:48:56.521Z
96.2,1259.4,0.8,25.9,26.6,50.8,850.2,254213,2022-07-14T22:49:56.540Z
90.5,1288.6,0,28,26.7,51.3,850.2,254273,2022-07-14T22:50:56.548Z
92.6,1303.8,7.1,27.7,26.7,51.5,850.2,254333,2022-07-14T22:51:56.553Z
94.1,1304.7,5.7,27.4,26.7,51.3,850.3,254393,2022-07-14T22:52:56.560Z
95.5,1297,4.1,26.2,26.6,51.9,850.2,254453,2022-07-14T22:53:56.572Z
96.4,1313.6,3.7,26.8,26.6,52.2,850.2,254513,2022-07-14T22:54:56.590Z
96.4,1296,1.9,25.8,26.6,51.6,850.3,254573,2022-07-14T22:55:56.595Z
96.4,1270.5,1.9,25.7,26.6,51.9,850.3,254633,2022-07-14T22:56:56.601Z
96.4,1261.2,1.9,26,26.5,52.4,850.2,254693,2022-07-14T22:57:56.611Z
96.4,1253.7,1.5,25.2,26.4,52.6,850.3,254753,2022-07-14T22:58:56.632Z
96.4,1223.3,1.9,25,26.3,53.1,850.4,254812,2022-07-14T22:59:56.637Z
95.6,1204.1,2,25.4,26.2,53.5,850.4,254872,2022-07-14T23:00:56.644Z
95.6,1176.5,1.9,23.9,26.1,54,850.4,254932,2022-07-14T23:01:56.650Z
95.1,1152.6,2.5,23.7,26,54.9,850.4,254992,2022-07-14T23:02:56.657Z
94.1,1126.8,3.7,25.3,26,55.2,850.4,255052,2022-07-14T23:03:56.664Z
95.9,1117.7,5.9,24.3,25.9,55.7,850.5,255112,2022-07-14T23:04:56.670Z
97,1117.1,4.7,25,25.8,55.6,850.4,255172,2022-07-14T23:05:56.676Z
98.3,1134.7,3.7,25.3,25.8,56.2,850.5,255232,2022-07-14T23:06:56.686Z
98.2,1130.1,2.7,25.2,25.8,55.9,850.5,255292,2022-07-14T23:07:56.705Z
98,1107.1,3.1,24.4,25.7,56.4,850.5,255352,2022-07-14T23:08:56.712Z
99.2,1116.2,3.5,24.3,25.6,57.4,850.5,255412,2022-07-14T23:09:56.718Z
99,1144.1,2.9,25.2,25.5,57.2,850.5,255472,2022-07-14T23:10:56.725Z
99.6,1173.5,3.7,26.2,25.5,57.5,850.4,255532,2022-07-14T23:11:56.731Z
100.8,1174.9,0.2,27.2,25.4,58.1,850.5,255592,2022-07-14T23:12:56.754Z
101.4,1199.8,-0.8,28.3,25.3,59,850.5,255652,2022-07-14T23:13:56.759Z
102,1206.7,-1,27.7,25.3,58.6,850.5,255712,2022-07-14T23:14:56.765Z
103.3,1200.4,-0.8,27.7,25.3,58.6,850.5,255772,2022-07-14T23:15:56.777Z
103.1,1194.4,-1.4,27.8,25.2,59.5,850.5,255832,2022-07-14T23:16:56.795Z
103.8,1196.9,-0.8,27.7,25.1,59.9,850.5,255892,2022-07-14T23:17:56.801Z
103.7,1218.1,-1.6,28.7,25,60.1,850.6,255952,2022-07-14T23:18:56.809Z
103.8,1232.1,-1.4,29.5,24.8,60.1,850.6,256012,2022-07-14T23:19:56.816Z
101.4,1241.5,-2,30,24.5,59.9,850.6,256072,2022-07-14T23:20:56.837Z
100.6,1239.7,1.4,29.3,24.4,59.5,850.7,256132,2022-07-14T23:21:56.844Z
98,1220.5,1.5,29,24.1,59.5,850.7,256192,2022-07-14T23:22:56.849Z
96.4,1185.8,5.1,27.5,24,58.4,850.7,256252,2022-07-14T23:23:56.856Z
93.5,1136.5,6.7,26,23.9,58.9,850.7,256312,2022-07-14T23:24:56.869Z
91.9,1089.5,12.3,24.2,23.8,58.2,850.7,256372,2022-07-14T23:25:56.887Z
92.1,1051.7,15.5,22.5,23.7,58.6,850.8,256432,2022-07-14T23:26:56.891Z
91.2,1016.2,16.3,21.7,23.7,58.8,850.9,256492,2022-07-14T23:27:56.898Z
89.9,998,17.3,20.8,23.7,58.2,850.8,256552,2022-07-14T23:28:56.907Z
88.5,979,18.9,20.3,23.7,58.4,850.9,256612,2022-07-14T23:29:56.926Z
87.7,959.9,21.1,20,23.7,58.3,850.9,256671,2022-07-14T23:30:56.933Z
89,948.4,23.1,20,23.8,58.4,850.9,256731,2022-07-14T23:31:56.940Z
91,940.1,23.5,19.2,23.8,58.7,850.9,256791,2022-07-14T23:32:56.947Z
91,918.3,21.3,19.2,23.8,59.4,850.9,256851,2022-07-14T23:33:56.954Z
92.5,906.7,21.9,18.3,23.8,59.4,851,256911,2022-07-14T23:34:56.960Z
94.6,900.9,21.9,18.3,23.8,59.5,850.9,256971,2022-07-14T23:35:56.966Z
97.4,903.6,21.3,18.7,23.8,61.4,851,257031,2022-07-14T23:36:56.972Z
99.6,917.6,19.1,19.3,23.7,61.9,851,257091,2022-07-14T23:37:56.982Z
103.1,934.6,18.7,21.5,23.7,62.3,851,257151,2022-07-14T23:38:57.001Z
98.3,949.7,15.3,22.5,23.6,63.7,851,257211,2022-07-14T23:39:57.008Z
99.6,973.9,21.3,23.7,23.6,63.8,851,257271,2022-07-14T23:40:57.014Z
102.5,998.9,21.3,24,23.6,63,851,257331,2022-07-14T23:41:57.021Z
103.9,1007.7,19.1,24.7,23.6,63.9,851,257391,2022-07-14T23:42:57.027Z
106,1015.1,17.9,24.5,23.6,64.9,850.9,257451,2022-07-14T23:43:57.050Z
108.4,1058.2,15.3,26.4,23.5,64.7,851,257511,2022-07-14T23:44:57.055Z
111.2,1105,12.5,27.5,23.6,64.4,851,257571,2022-07-14T23:45:57.061Z
112.7,1129.4,10.1,28.9,23.6,64.6,851,257631,2022-07-14T23:46:57.073Z
114.9,1144.3,8.5,31.3,23.6,65.5,851,257691,2022-07-14T23:47:57.092Z
117.1,1163.9,6.9,31.8,23.6,65.2,851,257751,2022-07-14T23:48:57.098Z
118.6,1162.4,4.3,32,23.6,66.1,851,257811,2022-07-14T23:49:57.105Z
120.2,1182.1,2.7,32.6,23.6,66.4,851,257871,2022-07-14T23:50:57.114Z
121.7,1196.5,1.2,33.3,23.6,65.9,851.1,257931,2022-07-14T23:51:57.133Z
122.9,1217.7,0,34.9,23.6,66,851.1,257991,2022-07-14T23:52:57.140Z
124.4,1231.6,-1.4,35.8,23.6,66.3,851.1,258051,2022-07-14T23:53:57.145Z
125.3,1236.5,-4,35.3,23.6,66.4,851.1,258111,2022-07-14T23:54:57.152Z
126.2,1247.2,1,35.8,23.6,66.7,851.1,258171,2022-07-14T23:55:57.165Z
125.6,1241.5,-2.2,35.3,23.6,66.7,851.2,258231,2022-07-14T23:56:57.184Z
126.5,1242.5,-2.2,36,23.6,66.9,851.2,258291,2022-07-14T23:57:57.187Z
127.2,1255.2,-3.8,37,23.6,66.9,851.2,258351,2022-07-14T23:58:57.194Z
127.3,1252.8,1,36.8,23.6,67.1,851.3,258411,2022-07-14T23:59:57.205Z
127.4,1236.8,0.2,35.8,23.6,66.8,851.3,258471,2022-07-15T00:00:57.224Z
126.7,1218.4,-1.2,35.3,23.6,66.9,851.3,258530,2022-07-15T00:01:57.230Z
125.8,1225.7,-1.6,35.1,23.6,66.9,851.3,258590,2022-07-15T00:02:57.236Z
125.7,1227.2,-1.2,34.5,23.6,67,851.3,258650,2022-07-15T00:03:57.243Z
125.5,1226.9,-1.6,34.1,23.6,67.2,851.4,258710,2022-07-15T00:04:57.250Z
125.3,1234.6,-1.8,33.8,23.5,67.5,851.4,258770,2022-07-15T00:05:57.256Z
124.4,1228.2,-2,33.3,23.5,67.6,851.4,258830,2022-07-15T00:06:57.262Z
123.7,1222.3,-1.6,33.4,23.5,67.9,851.4,258890,2022-07-15T00:07:57.268Z
123.6,1221,-1,33.3,23.5,67.7,851.4,258950,2022-07-15T00:08:57.278Z
123.4,1225.3,-1.8,35.5,23.5,68.2,851.4,259010,2022-07-15T00:09:57.297Z
123.2,1227.8,-2,35.3,23.4,68.4,851.4,259070,2022-07-15T00:10:57.304Z
123.2,1229.6,-2.2,35.6,23.4,68.1,851.4,259130,2022-07-15T00:11:57.309Z
123.2,1225.1,-2.8,35.3,23.4,68.5,851.4,259190,2022-07-15T00:12:57.318Z
123.3,1213.3,-4.2,35.3,23.4,68.8,851.5,259250,2022-07-15T00:13:57.324Z
121.8,1214,1.2,35.6,23.3,68.8,851.5,259310,2022-07-15T00:14:57.347Z
120.5,1212.4,-4.4,35.6,23.4,68.4,851.6,259370,2022-07-15T00:15:57.352Z
119.8,1217.6,-3.2,33.8,23.4,67.9,851.6,259430,2022-07-15T00:16:57.358Z
119,1219.6,-3.2,33.6,23.4,67.9,851.7,259490,2022-07-15T00:17:57.371Z
119.1,1214.2,-2.4,35.5,23.4,68.1,851.7,259550,2022-07-15T00:18:57.388Z
118.3,1215.9,-3.4,33.3,23.4,67.9,851.8,259610,2022-07-15T00:19:57.394Z
117.8,1218.8,-2.8,32.9,23.4,67.7,851.8,259670,2022-07-15T00:20:57.400Z
117.8,1209.4,-3.2,32.3,23.4,67.7,851.8,259730,2022-07-15T00:21:57.411Z
116.9,1189.1,-3.6,33.8,23.4,68.2,851.8,259790,2022-07-15T00:22:57.429Z
116.1,1195.8,-3.4,31.9,23.4,67.8,851.8,259850,2022-07-15T00:23:57.436Z
116.1,1202.8,-3.4,32.1,23.4,67.6,851.8,259910,2022-07-15T00:24:57.441Z
115.3,1230.8,-4.4,33.3,23.4,67.5,851.9,259970,2022-07-15T00:25:57.448Z
114.8,1237,-4.4,33.4,23.4,67.3,851.9,260030,2022-07-15T00:26:57.461Z
114,1236.4,1.2,33.3,23.4,67.3,851.9,260090,2022-07-15T00:27:57.478Z
114,1225.3,-4.4,32.8,23.4,66.7,851.9,260150,2022-07-15T00:28:57.484Z
113.2,1260.2,0.6,34.3,23.4,67.5,851.9,260210,2022-07-15T00:29:57.491Z
112.7,1265,0.2,34.5,23.4,66.7,851.9,260270,2022-07-15T00:30:57.501Z
111.9,1264.1,0,34.9,23.4,66.3,851.9,260330,2022-07-15T00:31:57.520Z
110.5,1267.7,-0.6,35.1,23.4,65.9,851.9,260389,2022-07-15T00:32:57.526Z
108.4,1236.6,-0.4,32.1,23.4,64.3,851.9,260449,2022-07-15T00:33:57.532Z
107.7,1214.2,-4.6,31.8,23.3,64.8,851.9,260509,2022-07-15T00:34:57.539Z
107.7,1218.6,-4,33.9,23.3,65.4,852,260569,2022-07-15T00:35:57.562Z
107.7,1225.3,1,33.9,23.3,65.3,852,260629,2022-07-15T00:36:57.568Z
108.4,1242.2,0.4,34.5,23.3,65.4,852,260689,2022-07-15T00:37:57.574Z
107.7,1256.3,-1,34.9,23.3,65,852,260749,2022-07-15T00:38:57.580Z
108.4,1280,0,35.8,23.3,65.3,852,260809,2022-07-15T00:39:57.592Z
107.7,1315.4,-1.8,37.3,23.4,65.7,852.1,260869,2022-07-15T00:40:57.611Z
108.4,1323.2,-0.6,37.3,23.4,66,852.1,260929,2022-07-15T00:41:57.617Z
107.7,1327,-0.4,38.1,23.3,67.4,852.1,260989,2022-07-15T00:42:57.623Z
107.7,1337.1,0.6,38.6,23.3,67.5,852.1,261049,2022-07-15T00:43:57.630Z
107.7,1339.3,1.2,40.6,23.2,68.1,852.1,261109,2022-07-15T00:44:57.636Z
106.9,1324.5,0.6,40.1,23.2,68.6,852.1,261169,2022-07-15T00:45:57.658Z
106.1,1304.3,1.2,39.5,23.1,68.8,852.1,261229,2022-07-15T00:46:57.664Z
105.6,1286.7,-4.4,39.1,23.1,69.6,852.1,261289,2022-07-15T00:47:57.671Z
105.6,1282.6,-4,39.4,23.1,69.2,852.1,261349,2022-07-15T00:48:57.682Z
105.6,1277.1,-4.6,39.1,23,69.4,852.1,261409,2022-07-15T00:49:57.700Z
105.6,1286.2,-4,39.5,23,69.7,852.1,261469,2022-07-15T00:50:57.706Z
105.6,1316,-4,41.1,23,69.8,852.1,261529,2022-07-15T00:51:57.713Z
104.8,1330.8,-3.6,42.4,23,69.8,852.1,261589,2022-07-15T00:52:57.722Z
104,1335.3,-2.6,42.5,22.9,70,852.1,261649,2022-07-15T00:53:57.741Z
104,1324,-2.2,41.9,22.9,70.1,852.1,261709,2022-07-15T00:54:57.747Z
104,1313.3,-2.2,41.8,22.9,70.4,852.1,261769,2022-07-15T00:55:57.754Z
104,1300.8,-2.2,41,22.9,70.6,852.1,261829,2022-07-15T00:56:57.761Z
104,1273.2,-2.2,40.1,22.9,70.9,852.1,261889,2022-07-15T00:57:57.773Z
103.5,1248.9,-3.2,39.5,22.8,71.1,852.2,261949,2022-07-15T00:58:57.790Z
103.5,1262.2,-2.8,40,22.8,70.9,852.2,262009,2022-07-15T00:59:57.796Z
103.5,1263.5,-3.4,39.5,22.8,70.9,852.2,262069,2022-07-15T01:00:57.804Z
102.7,1248,-3.8,38.6,22.8,71.1,852.2,262129,2022-07-15T01:01:57.812Z
101.4,1247.1,-2.8,39.1,22.8,71.4,852.2,262189,2022-07-15T01:02:57.831Z
101.9,1246.1,-1.6,38.8,22.7,71.4,852.3,262249,2022-07-15T01:03:57.838Z
101.9,1249.9,-1.8,38.9,22.7,71.6,852.3,262308,2022-07-15T01:04:57.843Z
101.4,1241.6,-0.6,40.4,22.7,72,852.3,262368,2022-07-15T01:05:57.851Z
101.9,1244.5,0.2,40.8,22.7,72.2,852.3,262428,2022-07-15T01:06:57.858Z
101.9,1258,-1,41.3,22.6,72.3,852.3,262488,2022-07-15T01:07:57.864Z
101.9,1264.1,-1,41.8,22.6,72.6,852.3,262548,2022-07-15T01:08:57.871Z
101.9,1281,-1,42.5,22.6,73.2,852.3,262608,2022-07-15T01:09:57.876Z
