NO2 (ug/m3),CO (ug/m3),O3 (ug/m3),NO (ug/m3),TEMP (C),HUM (%RH),PRES (hPa),Uptime (s),Date
88.7,1316.9,16.7,27,26.8,51.1,850.2,338348,2022-07-15T22:13:10.178Z
93.9,1312.9,16.5,25.7,26.6,50.9,850.2,338408,2022-07-15T22:14:10.200Z
85.8,1310,8.2,27.2,26.5,51.4,850.2,338468,2022-07-15T22:15:10.205Z
83.7,1315.7,16.9,28,26.4,52,850.2,338528,2022-07-15T22:16:10.212Z
83,1332.8,18.3,29.2,26.3,52.6,850.2,338588,2022-07-15T22:17:10.225Z
81,1366.9,17.7,31,26.2,53.3,850.2,338648,2022-07-15T22:18:10.243Z
81,1360.6,19.3,30.1,26.1,53.5,850.2,338708,2022-07-15T22:19:10.248Z
81,1370.3,18.7,31.5,26,54.1,850.2,338768,2022-07-15T22:20:10.255Z
80.5,1404.4,18.5,32.9,26,54.3,850.1,338827,2022-07-15T22:21:10.265Z
80.5,1420.1,18.9,33.4,25.9,54.1,850.1,338887,2022-07-15T22:22:10.268Z
81,1475,19.5,34,25.9,54.2,850.1,338947,2022-07-15T22:23:10.290Z
81,1510.7,20.1,34.9,25.9,54.1,850.1,339007,2022-07-15T22:24:10.296Z
80.5,1538.8,19.9,35.9,25.9,54.4,850,339067,2022-07-15T22:25:10.302Z
81,1542.8,20.1,35.4,25.9,54.3,850,339127,2022-07-15T22:26:10.316Z
79.7,1544.7,19.5,35.5,25.8,54.3,850,339187,2022-07-15T22:27:10.332Z
80.5,1570.1,21.3,36.5,25.8,54.3,850,339247,2022-07-15T22:28:10.338Z
81,1599.5,20.9,36.5,25.8,54.7,850,339307,2022-07-15T22:29:10.345Z
81,1647.1,20.5,38.4,25.8,54.9,849.9,339367,2022-07-15T22:30:10.355Z
81.8,1718.2,20.5,41.5,25.8,55.3,849.9,339427,2022-07-15T22:31:10.374Z
81.8,1738.6,19.9,42.3,25.7,55.4,849.9,339487,2022-07-15T22:32:10.380Z
79.7,1728.2,19.5,42.7,25.7,55.6,849.9,339547,2022-07-15T22:33:10.386Z
80.5,1716.5,21.3,42.1,25.6,55.7,850,339607,2022-07-15T22:34:10.394Z
80.5,1712,20.7,42.9,25.5,55.9,850,339667,2022-07-15T22:35:10.416Z
82.6,1720.8,21.3,42.7,25.5,56.4,850,339727,2022-07-15T22:36:10.422Z
82.8,1754.1,18.9,44.1,25.4,56.5,850,339787,2022-07-15T22:37:10.428Z
82,1783.8,18.7,45.2,25.4,56.8,849.9,339847,2022-07-15T22:38:10.433Z
82,1792.6,19.3,45.2,25.3,56.8,850,339907,2022-07-15T22:39:10.445Z
81.2,1832.2,20.1,46.7,25.2,57.3,850.1,339967,2022-07-15T22:40:10.464Z
82,1853,21.3,47.6,25.1,57.8,850.1,340027,2022-07-15T22:41:10.470Z
82.8,1856.3,15.5,48.9,25.1,58,850.1,340087,2022-07-15T22:42:10.476Z
82,1838.5,18.9,46.6,25,57.7,850.1,340147,2022-07-15T22:43:10.486Z
82,1827.4,15.3,48.7,25,58.4,850.2,340207,2022-07-15T22:44:10.505Z
84.1,1835.7,15.5,49.1,24.9,58.5,850.2,340267,2022-07-15T22:45:10.513Z
84.1,1843.5,13.1,50,24.9,58.5,850.2,340327,2022-07-15T22:46:10.518Z
85.6,1879.4,13.5,51.5,24.9,58.8,850.2,340387,2022-07-15T22:47:10.525Z
85.6,1924.8,12.1,53.6,24.8,58.8,850.2,340447,2022-07-15T22:48:10.536Z
85.1,1971,12.5,56,24.7,59.3,850.2,340507,2022-07-15T22:49:10.554Z
86.6,2004.9,13.7,56.8,24.6,59.7,850.2,340567,2022-07-15T22:50:10.560Z
87.9,2050.4,12.9,59.2,24.6,59.6,850.2,340627,2022-07-15T22:51:10.567Z
89.3,2091,11.1,60.2,24.6,59.9,850.2,340686,2022-07-15T22:52:10.576Z
90,2124,9.3,61.8,24.6,59.9,850.2,340746,2022-07-15T22:53:10.595Z
90.8,2118.6,8.3,61.7,24.6,59.7,850.2,340806,2022-07-15T22:54:10.602Z
91.4,2116.9,8,61.8,24.5,60,850.3,340866,2022-07-15T22:55:10.608Z
91.4,2113.1,6.8,62.5,24.5,60,850.3,340926,2022-07-15T22:56:10.615Z
92.1,2116.4,7.2,62.5,24.4,60.3,850.3,340986,2022-07-15T22:57:10.621Z
91.4,2079.3,6.2,61.6,24.4,60.3,850.3,341046,2022-07-15T22:58:10.644Z
91.4,2056.9,6.8,60.3,24.4,60.5,850.3,341106,2022-07-15T22:59:10.650Z
90.8,2027.9,6.8,59.3,24.4,60.2,850.3,341166,2022-07-15T23:00:10.657Z
90.8,1991.6,7.4,57.6,24.3,60.6,850.4,341226,2022-07-15T23:01:10.668Z
90,1960.6,7.4,56.7,24.3,60.6,850.3,341286,2022-07-15T23:02:10.687Z
91.4,1955.3,8.9,55.8,24.3,60.9,850.4,341346,2022-07-15T23:03:10.692Z
92.1,1950.6,7.2,55.2,24.3,61.1,850.4,341406,2022-07-15T23:04:10.699Z
92.3,1959.8,6.4,55.7,24.3,61,850.4,341466,2022-07-15T23:05:10.705Z
92.3,1913.4,5.8,53.7,24.3,60.8,850.4,341526,2022-07-15T23:06:10.728Z
92.3,1870.9,5.2,51.9,24.2,61.1,850.4,341586,2022-07-15T23:07:10.734Z
91,1822.6,4.8,50.7,24.2,61.1,850.4,341646,2022-07-15T23:08:10.740Z
91,1785,6,48.9,24.2,60.8,850.4,341706,2022-07-15T23:09:10.746Z
92.3,1776.1,6.4,48.6,24.2,61,850.4,341766,2022-07-15T23:10:10.759Z
91.8,1788.5,4.8,48.7,24.1,61.2,850.4,341826,2022-07-15T23:11:10.777Z
91.8,1744.4,5.6,46.6,24.1,61.2,850.5,341886,2022-07-15T23:12:10.782Z
91.8,1731.9,5,45.7,24.1,61.5,850.5,341946,2022-07-15T23:13:10.789Z
91.8,1708.8,5.6,45.1,24.1,61.6,850.5,342006,2022-07-15T23:14:10.799Z
91.8,1677.6,5.6,43.4,24.1,61.7,850.6,342066,2022-07-15T23:15:10.818Z
92.3,1669.9,5.6,43,24,61.7,850.6,342126,2022-07-15T23:16:10.824Z
93.1,1670,5.2,44.5,24,62,850.5,342186,2022-07-15T23:17:10.830Z
93.1,1675.7,4.8,45.6,24,62.1,850.5,342246,2022-07-15T23:18:10.837Z
93.9,1687,5.2,45.7,24,62.1,850.5,342306,2022-07-15T23:19:10.850Z
94.4,1702.2,4.8,46.5,23.9,62.5,850.5,342366,2022-07-15T23:20:10.866Z
94.4,1702.5,4,47.7,23.9,62.1,850.5,342426,2022-07-15T23:21:10.872Z
